"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Timor-Leste","TLS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20300000","26000000","14000000","16000000","24000000","18000000","21000000","29000000","35000000","51000000","58000000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9557067277.68017","10551498787.3224","10984943181.9513","11085470948.1755","12175408857.0976","12673026321.2742","13447823240.7743","17716286425.4159","21277485630.1566","24793276272.8012","27372100000","30489800000","36898800000","42240800000","42797000000","50180000000","39335460827.8344","42267034363.112","38851897967.836","42839608141.2041","39194158625.707","32948689895.5013","",
"Tonga","TON","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","13000000","16000000","8000000","9000000","7000000","6800000","5900000","10300000","13100000","15000000","15700000","15200000","19400000","16900000","28000000","31700000","45800000","48100000","","","","",
"South Asia (IDA & IBRD)","TSA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4015567275.18594","4257263507.28379","4426751736.43125","4497956850.45178","4531052185.13738","5151840432.72481","4810858196.57016","5008427315.75389","6609038047.82101","8725133689.83957","10332764644.4158","12108880939.2095","14814675271.9897","16316000000","14988000000","18960000000","22962000000","23896000000","25806000000","28693000000","29921400000","32306000000","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7532469738.61525","8344671841.1418","8860409095.35352","9303099777.25578","9686038497.43452","8696168472.20794","9275212506.19431","10228676856.5801","14483166094.4027","16823154260.9337","19504398561.9561","21846713405.519","25926956588.5532","26096273957.9674","24122265069.9962","27102369339.5336","30275601065.9579","32912830016.9591","33079096873.1092","33785016909.18","31448555056.0554","31198802043.2055","",
"Trinidad and Tobago","TTO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232000000","262000000","344000000","356000000","365000000","371000000","361000000","402000000","437000000","568000000","593000000","517000000","621000000","557000000","548000000","630000000","650000000","852000000","856000000","875000000","809000000","708000000","",
"Tunisia","TUN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1838000000","1895000000","1858000000","1980000000","2118000000","1977000000","2061000000","1831000000","1935000000","2432000000","2800000000","2999000000","3373000000","3909000000","3524000000","3477000000","2529000000","2931000000","2863000000","3042000000","1869000000","1706000000","",
"Turkey","TUR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4957000000","5650000000","7002000000","7177000000","5203000000","7636000000","10067000000","11901000000","13203000000","15888000000","20760000000","19137000000","21662000000","26446000000","26331000000","26318000000","30302000000","31566000000","36192000000","38766000000","35451000000","26695000000","",
"Tuvalu","TUV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200000","1200000","1500000","1900000","1500000","2400000","2400000","2700000","2400000","","","","",
"Tanzania","TZA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","502000000","473000000","343000000","404000000","467000000","381000000","626000000","639000000","654000000","762000000","835000000","986000000","1215000000","1293000000","1192000000","1279000000","1383000000","1754000000","1939000000","2047000000","1924000000","2157000000","",
"Uganda","UGA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78000000","117000000","135000000","144000000","151000000","165000000","187000000","194000000","185000000","268000000","382000000","347000000","402000000","536000000","683000000","802000000","977000000","1157000000","1355000000","810000000","1180000000","768000000","",
"Ukraine","UKR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191000000","448000000","477000000","539000000","503000000","563000000","759000000","1001000000","1204000000","2931000000","3542000000","4018000000","5320000000","6722000000","4349000000","4696000000","5406000000","5988000000","5931000000","2264000000","1662000000","1723000000","",
"Upper middle income","UMC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60562817453.9871","70871829685.9195","75400264346.5573","75504572849.1846","75360968727.5871","84727162604.1806","92108491152.7972","103499831607.998","113360396278.492","138140019562.626","153919137415.711","171958524486.676","201716298384.679","224447064646.132","207692378160.581","224371163218.53","250530983431.834","266567788030.09","290691947693.792","291060022127.182","283768928807.418","283666948336.076","",
"Uruguay","URY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","725000000","890000000","862000000","695000000","653000000","827000000","700000000","409000000","419000000","591000000","699000000","711000000","928000000","1195000000","1460000000","1669000000","2401000000","2219000000","2015000000","1869000000","1880000000","2156000000","",
"United States","USA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93743000000","102196000000","107047000000","105095000000","111475000000","120912000000","109103000000","104427000000","101535000000","115689000000","122077000000","126778000000","144223000000","164721000000","146002000000","167996000000","187629000000","200997000000","218496000000","235990000000","247394000000","244708000000","",
"Uzbekistan","UZB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15000000","198000000","167000000","102000000","63000000","72000000","68000000","48000000","57000000","28000000","43000000","51000000","64000000","99000000","121000000","","","","","","","",
"St. Vincent and the Grenadines","VCT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000000","64000000","71000000","73000000","85000000","82000000","89000000","91000000","91000000","96000000","104000000","113000000","110000000","96000000","88000000","86000000","92000000","94000000","92000000","175000000","202000000","208000000","",
"Venezuela, RB","VEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","995000000","1026000000","623000000","769000000","643000000","469000000","677000000","484000000","378000000","554000000","722000000","843000000","972000000","1097000000","1053000000","885000000","806000000","904000000","926000000","900000000","654000000","546000000","",
"British Virgin Islands","VGB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211000000","227000000","220000000","255000000","339000000","345000000","401000000","345000000","342000000","393000000","412000000","438000000","451000000","446000000","374000000","389000000","388000000","398000000","421000000","459000000","484000000","","",
"Virgin Islands (U.S.)","VIR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","822000000","781000000","894000000","941000000","955000000","1206000000","1234000000","1195000000","1257000000","1356000000","1432000000","1468000000","1513000000","1157000000","1021000000","1223000000","1122000000","1210000000","1168000000","1319000000","1324000000","","",
"Vietnam","VNM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400000000","1700000000","2300000000","2850000000","3750000000","3930000000","3050000000","4450000000","5710000000","6850000000","7250000000","7410000000","7350000000","8250000000","",
"Vanuatu","VUT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45000000","56000000","53000000","72000000","59000000","69000000","58000000","72000000","83000000","93000000","104000000","109000000","142000000","188000000","214000000","242000000","249000000","268000000","314000000","284000000","254000000","","",
"World","WLD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","486749260171.107","525955989844.515","527123072225.928","530311276732.287","554007997437.515","572773545998.373","563880736788.289","590410978421.399","648342830841.275","771931863778.71","817240302534.015","883532561302.339","1022944549759.91","1121335162097.61","1009884407467.46","1099842662148.21","1389599783607.55","1285303240821.07","1378741774160.58","1451047334167.36","1377418341253.62","1392251581039.42","",
"Samoa","WSM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35699440","40398020","38511840","39600470","42500000","41000000","39000000","45000000","54000000","70000000","73800000","88400000","102400000","111600000","115200000","123700000","134900000","148200000","137200000","146700000","126400000","","",
"Kosovo","XKX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","55000000","70000000","84000000","61000000","73000000","38000000","38000000","139000000","139000000","181000000","181000000","425000000","886000000","899000000","1291000000","910000000","1005000000","1097000000","1199000000","116000000","","",
"South Africa","ZAF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2654000000","3137000000","3422000000","3419000000","3407000000","3338000000","3256000000","3695000000","6674000000","7571000000","8629000000","9211000000","10226000000","9178000000","8684000000","10309000000","10706000000","11202000000","10468000000","10484000000","9140000000","8807000000","",
"Zambia","ZMB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","40000000","53000000","67000000","80000000","64000000","88000000","92000000","447000000","506000000","599000000","542000000","474000000","492000000","555000000","518000000","552000000","642000000","660000000","683000000","",
"Zimbabwe","ZWE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145000000","232000000","205000000","158000000","202000000","125000000","81000000","76000000","61000000","194000000","99000000","338000000","365000000","294000000","129000000","135000000","164000000","174000000","183000000","186000000","191000000","194000000","",
